timestamp,route_id,ticket_revenue,state_subsidy,crew_wages,fuel_costs,loan_payment,compliance_status
2025-01-01T08:00:00,Legacy-Diesel-Route-707,113980.92,46382.0,47418.05,67203.49,5000.0,TIER_4_VIOLATION
2025-01-01T08:15:00,Legacy-Diesel-Route-707,118161.36,53407.52,39498.37,64453.83,5000.0,TIER_4_VIOLATION
2025-01-01T08:30:00,Legacy-Diesel-Route-707,147471.47,59628.95,36931.67,60041.72,5000.0,TIER_4_VIOLATION
2025-01-01T08:45:00,Legacy-Diesel-Route-707,143875.44,42976.47,38154.15,58569.94,5000.0,TIER_4_VIOLATION
2025-01-01T09:00:00,Legacy-Diesel-Route-707,114472.28,53218.3,35215.91,50446.26,5000.0,TIER_4_VIOLATION
2025-01-01T09:15:00,Legacy-Diesel-Route-707,138208.7,33067.48,40992.63,69434.39,5000.0,TIER_4_VIOLATION
2025-01-01T09:30:00,Legacy-Diesel-Route-707,152400.4,50993.93,37144.93,69539.56,5000.0,TIER_4_VIOLATION
2025-01-01T09:45:00,Legacy-Diesel-Route-707,120784.48,53990.46,40929.03,69918.65,5000.0,TIER_4_VIOLATION
2025-01-01T10:00:00,Legacy-Diesel-Route-707,173849.0,51149.08,43396.41,57401.47,5000.0,TIER_4_VIOLATION
2025-01-01T10:15:00,Legacy-Diesel-Route-707,177041.97,44922.91,37379.01,55471.83,5000.0,TIER_4_VIOLATION
2025-01-01T10:30:00,Legacy-Diesel-Route-707,105297.77,56564.21,46253.08,51207.65,5000.0,TIER_4_VIOLATION
2025-01-01T10:45:00,Legacy-Diesel-Route-707,121683.01,44587.84,44963.47,59209.32,5000.0,TIER_4_VIOLATION
2025-01-01T11:00:00,Legacy-Diesel-Route-707,170864.38,59941.63,41884.69,63618.02,5000.0,TIER_4_VIOLATION
2025-01-01T11:15:00,Legacy-Diesel-Route-707,134820.97,54766.01,44629.88,50836.34,5000.0,TIER_4_VIOLATION
