timestamp,route_id,ticket_revenue,state_subsidy,crew_wages,fuel_costs,loan_payment,compliance_status
2025-01-01T08:00:00,State-PacificSurfliner,112574.54,44040.67,88541.03,32155.82,5000.0,WARNING_HIGH_OT
2025-01-01T08:15:00,NEC-Regional,88024.08,45337.99,85159.38,34250.41,5000.0,OK
2025-01-01T08:30:00,NEC-Regional,99437.92,56956.91,100341.6,32694.62,5000.0,WARNING_HIGH_OT
2025-01-01T08:45:00,NEC-Regional,101386.97,48198.55,81632.33,27096.57,5000.0,WARNING_HIGH_OT
2025-01-01T09:00:00,NEC-Acela,89052.55,33840.09,97042.9,39683.04,5000.0,OK
2025-01-01T09:15:00,Commuter-Metra,115411.01,53575.63,89624.7,35751.61,5000.0,WARNING_HIGH_OT
2025-01-01T09:30:00,NEC-Regional,112959.11,30409.69,92112.92,39332.21,5000.0,WARNING_HIGH_OT
2025-01-01T09:45:00,State-PacificSurfliner,94079.35,40036.92,83175.76,37794.07,5000.0,WARNING_HIGH_OT
2025-01-01T10:00:00,LongDistance-Empire,113323.44,55216.69,91480.19,31333.4,5000.0,WARNING_HIGH_OT
2025-01-01T10:15:00,State-PacificSurfliner,97274.38,43799.55,99874.15,35165.47,5000.0,OK
2025-01-01T10:30:00,State-PacificSurfliner,111475.54,57595.74,81785.29,36457.89,5000.0,WARNING_HIGH_OT
2025-01-01T10:45:00,State-PacificSurfliner,80492.25,59050.48,80464.65,37327.65,5000.0,OK
2025-01-01T11:00:00,NEC-Acela,110586.33,37921.18,91194.21,29539.98,5000.0,WARNING_HIGH_OT
2025-01-01T11:15:00,Commuter-Metra,118119.96,42723.89,86926.22,27182.92,5000.0,OK
2025-01-01T11:30:00,NEC-Acela,95343.49,58666.21,99955.48,26767.22,5000.0,WARNING_HIGH_OT
2025-01-01T11:45:00,LongDistance-Empire,109167.84,49213.91,108893.36,29313.86,5000.0,WARNING_HIGH_OT
2025-01-01T12:00:00,NEC-Acela,103121.69,30297.25,101842.02,36222.2,5000.0,WARNING_HIGH_OT
2025-01-01T12:15:00,LongDistance-Empire,115434.97,42771.28,99379.84,37686.69,5000.0,WARNING_HIGH_OT
2025-01-01T12:30:00,LongDistance-Empire,84791.85,35453.49,107466.26,34146.06,5000.0,OK
2025-01-01T12:45:00,NEC-Acela,113449.09,55659.47,97127.56,32306.19,5000.0,OK
2025-01-01T13:00:00,NEC-Acela,118875.8,33946.31,80976.36,27313.1,5000.0,OK
2025-01-01T13:15:00,State-PacificSurfliner,102166.99,46230.4,106049.4,38860.24,5000.0,OK
2025-01-01T13:30:00,State-PacificSurfliner,114855.26,56252.29,103630.65,27492.65,5000.0,WARNING_HIGH_OT
2025-01-01T13:45:00,LongDistance-Empire,89664.31,43305.29,109323.89,28960.11,5000.0,WARNING_HIGH_OT
2025-01-01T14:00:00,NEC-Acela,109078.4,34977.77,107913.97,36504.95,5000.0,WARNING_HIGH_OT
2025-01-01T14:15:00,State-PacificSurfliner,111402.64,35642.83,86700.56,33873.44,5000.0,OK
2025-01-01T14:30:00,LongDistance-Empire,81951.59,45874.48,84351.14,29123.86,5000.0,WARNING_HIGH_OT
2025-01-01T14:45:00,Commuter-Metra,81624.03,47415.46,100183.75,34222.71,5000.0,OK
2025-01-01T15:00:00,LongDistance-Empire,112148.87,35671.57,81078.29,27946.85,5000.0,WARNING_HIGH_OT
2025-01-01T15:15:00,Commuter-Metra,119227.69,35751.95,102214.04,35267.43,5000.0,OK
2025-01-01T15:30:00,Commuter-Metra,112990.89,52297.13,82873.63,39416.82,5000.0,WARNING_HIGH_OT
2025-01-01T15:45:00,NEC-Acela,98015.58,33033.64,96835.91,32141.5,5000.0,WARNING_HIGH_OT
2025-01-01T16:00:00,NEC-Regional,117777.09,43759.28,107005.95,25021.4,5000.0,OK
2025-01-01T16:15:00,NEC-Regional,115624.39,36048.89,83126.26,34928.8,5000.0,WARNING_HIGH_OT
2025-01-01T16:30:00,State-PacificSurfliner,105774.75,38224.97,107465.67,25503.54,5000.0,WARNING_HIGH_OT
2025-01-01T16:45:00,State-PacificSurfliner,86987.02,54188.28,104851.38,38915.59,5000.0,OK
2025-01-01T17:00:00,NEC-Regional,90618.26,56823.79,84672.27,34550.87,5000.0,OK
2025-01-01T17:15:00,NEC-Acela,107106.41,45209.77,98034.26,31881.76,5000.0,OK
2025-01-01T17:30:00,NEC-Regional,94475.72,34964.92,97847.84,36063.94,5000.0,WARNING_HIGH_OT
2025-01-01T17:45:00,Commuter-Metra,118282.01,33324.0,98297.09,39631.31,5000.0,WARNING_HIGH_OT
2025-01-01T18:00:00,Commuter-Metra,88221.72,45645.96,100412.74,31793.49,5000.0,WARNING_HIGH_OT
2025-01-01T18:15:00,NEC-Regional,108375.31,51212.54,98789.16,31302.64,5000.0,WARNING_HIGH_OT
2025-01-01T18:30:00,NEC-Acela,110522.97,46088.39,80562.51,27082.06,5000.0,WARNING_HIGH_OT
2025-01-01T18:45:00,LongDistance-Empire,109798.27,57938.69,86683.92,35241.1,5000.0,WARNING_HIGH_OT
2025-01-01T19:00:00,LongDistance-Empire,91343.29,48409.88,85706.52,26902.49,5000.0,WARNING_HIGH_OT
2025-01-01T19:15:00,NEC-Regional,105794.85,46585.13,102474.95,34747.83,5000.0,OK
2025-01-01T19:30:00,NEC-Acela,95457.07,30486.55,100368.1,26805.78,5000.0,WARNING_HIGH_OT
2025-01-01T19:45:00,LongDistance-Empire,102738.35,45236.12,101586.14,34700.6,5000.0,WARNING_HIGH_OT
2025-01-01T20:00:00,LongDistance-Empire,96057.7,31787.39,105279.77,36832.1,5000.0,WARNING_HIGH_OT
2025-01-01T20:15:00,NEC-Acela,92707.67,42426.32,91298.56,38470.29,5000.0,OK
2025-01-01T20:30:00,NEC-Acela,118426.55,46142.29,80034.41,34605.07,5000.0,WARNING_HIGH_OT
2025-01-01T20:45:00,NEC-Regional,111809.55,43041.43,86815.88,31757.13,5000.0,OK
2025-01-01T21:00:00,NEC-Acela,96921.9,32912.46,105556.88,27973.34,5000.0,OK
2025-01-01T21:15:00,LongDistance-Empire,98769.04,31484.83,86431.07,26099.63,5000.0,WARNING_HIGH_OT
2025-01-01T21:30:00,Commuter-Metra,97555.99,35419.99,105374.76,32414.93,5000.0,WARNING_HIGH_OT
2025-01-01T21:45:00,State-PacificSurfliner,92847.75,53183.61,91855.92,30630.82,5000.0,OK
2025-01-01T22:00:00,Commuter-Metra,102359.91,47491.69,87252.61,37474.77,5000.0,OK
